id,cebuano,tagalog
b.num.30.5,"Apan kong ang iyang amahan magapugong kaniya sa adlaw nga siya makadungog, walay bisan usa sa iyang mga saad, kun sa iyang mga katungdanan nga gihigot niya sa iyang kalag, magapadayon: ug si Jehova magapasaylo kaniya kay ang iyang amahan nagpugong kaniya.","Pagka ang isang lalake ay nagpanata ng isang panata sa Panginoon, o sumumpa ng isang sumpa, na itinali ang kaniyang kaluluwa sa isang gampanin, ay huwag niyang sisirain ang kaniyang salita, kaniyang gaganapin ayon sa lahat ng binuka ng kaniyang bibig."
b.num.30.6,"Ug kong siya may bana, samtang ang iyang mga saad anaa sa ibabaw niya, kun sa hinanali nakasulti sa iyang mga ngabil, sa butang nga gihigot niya sa iyang kalag,","Pagka ang isang babae naman ay nagpanata ng isang panata sa Panginoon, at itinali ang kaniyang sarili sa isang gampanin, sa bahay ng kaniyang ama, sa kaniyang kadalagahan;"
b.num.30.7,"Ug ang iyang bana makadungog niini, ug magahilum siya mahitungod kaniya sa adlaw nga siya makadungog niini, nan ang iyang mga saad magapadayon, ug ang iyang mga katungdanan nga gihigot niya sa iyang kalag, magapadayon.","At narinig ng kaniyang ama ang kaniyang panata, at ang kaniyang gampanin na kaniyang itinali sa kaniyang kaluluwa, at ang kaniyang ama ay hindi umimik sa kaniya: ay lahat nga niyang panata ay magkakabisa, at ang bawa't tali na kaniyang itinali sa kaniyang kaluluwa ay magkakabisa."
b.num.30.8,"Apan kong ang iyang bana magapugong kaniya sa adlaw nga siya makadungog niini, nan dili magapadayon ang saad nga iyang gisaad sa ibabaw niya, ug sa hinanali nakasulti siya sa iyang mga ngabil, sa butang nga gihigot niya sa iyang kalag: ug si Jehova magapasaylo kaniya.","Nguni't kung sawayin siya ng kaniyang ama sa araw na marinig; alin man sa kaniyang panata, o sa kaniyang gampanin na kaniyang itinali sa kaniyang kaluluwa ay hindi magkabisa: at patatawarin siya ng Panginoon, sapagka't sinaway siya ng kaniyang ama."
b.num.30.9,"Apan ang saad sa babaye nga balo, kun sa babaye nga biniyaan sa bana, bisan ang tanang butang nga gihigot niya sa iyang kalag, magapadayon batok kaniya.",At kung siya'y may asawa at magpanata o magbitiw na walang dilidili sa kaniyang labi ng anomang gampanin na kaniyang itinali sa kaniyang kaluluwa;
b.num.30.10,"Ug kong magbuhat siya ug saad diha sa balay sa iyang bana, kun gihigtan niya ang iyang kalag sa katungdanan sa pagpanumpa,","At marinig ng kaniyang asawa, at hindi umimik sa kaniya sa araw na marinig yaon: ay magkakabisa nga ang kaniyang mga panata, at ang kaniyang mga gampanin na kaniyang itinali sa kaniyang kaluluwa ay magkakabisa."
b.num.30.11,"Ug ang iyang bana nakadungog niana ug siya mihilum kaniya, ug wala magdumili: unya ang tanang mga saad niya magadayon, ug ang tanan nga mga katungdanan nga gihigot niya sa iyang kalag magapadayon.",Nguni't kung sawayin siya ng kaniyang asawa sa araw na marinig yaon; ay mawawalan ng kabuluhan ang kaniyang panata na itinali niya sa kaniya at ang nabitawang pangako ng kaniyang mga labi na ipinanali niya sa kaniyang kaluluwa: at patatawarin siya ng Panginoon.
b.num.30.12,"Apan kong ang iyang bana maghimo niini nga walay-bili ug walaypulos sa adlaw sa pagkadungog niya, nan ang tanan nga minggula sa iyang mga ngabil mahatungod sa iyang mga panaad kun mahatungod sa katungdanan sa iyang kalag, dili magapadayon: ang iyang bana naghimo niini nga walay-pulos, ug si Jehova magapasaylo kaniya.","Nguni't ang panata ng isang babaing bao, o ng isang hiniwalayan ng asawa, ay magkakabisa sa bawa't bagay na kaniyang itinali sa kaniyang kaluluwa."
b.num.30.13,"Ang tanan nga panaad, ug ang tanan nga panumpa nga nagahigot sa pagpasubo sa kalag, mapalig-on sa iyang bana, kun ang iyang bana magahimo niana nga walay-pulos.","At kung siya'y nagpanata sa bahay ng kaniyang asawa, o kaniyang tinalian ang kaniyang kaluluwa ng isang gampanin na kaakbay ng isang sumpa,"
b.num.30.14,"Apan kong ang iyang bana magahilum sa bug-os kaniya sa adlaw-adlaw, sa ingon niana miuyon siya sa tanang mga panaad niya, kun sa tanang mga katungdanan nga diha sa ibabaw niya: siya nagapalig-on niana, tungod kay mihilum kaniya sa adlaw nga siya nakadungog niana.","At narinig ng kaniyang asawa, at hindi umimik sa kaniya, at hindi sinaway siya; ay magkakabisa ang lahat niyang panata, at bawa't gampanin na kaniyang itinali sa kaniyang kaluluwa ay magkakabisa."
b.num.30.15,"Apan kong siya magahimo niana nga walay-bili ug walay-pulos sa human na niya hidunggi kana, nan ang bana","Nguni't kung niwalan ng kabuluhan ng kaniyang asawa sa araw na marinig, ay hindi magkakabisa ang anomang bagay na binitiwan ng kaniyang mga labi tungkol sa kaniyang mga panata o tungkol sa tali ng kaniyang kaluluwa: niwalan ng kabuluhan ng kaniyang asawa; at patatawarin siya ng Panginoon."
b.num.30.16,"Kini mao ang mga tulomanon nga gisugo ni Jehova kang Moises sa taliwala sa usa ka tawo ug sa iyang asawa, sa taliwala sa amahan ug sa iyang anak nga babaye nga anaa pa sa iyang pagkabatan-on sa balay sa iyang amahan.","Bawa't panata o bawa't gampaning inakbayan ng sumpa, na makapagpapadalamhati ng kaluluwa, ay mabibigyang bisa ng kaniyang asawa, o mapawawalan ng kabuluhan ng kaniyang asawa."
b.num.31.1,"Ug si Jehova misulti kang Moises, nga nagaingon:","Nguni't kung ang kaniyang asawa ay hindi umimik sa kaniya sa araw-araw; ay binigyan nga ng bisa ang lahat niyang panata, o ang lahat niyang gampaning taglay niya: kaniyang binigyan bisa, sapagka't hindi umimik nang araw na kaniyang marinig."
b.num.31.2,Buhaton mo ang panimalus sa mga anak sa Israel mahatungod sa mga Madianhon; sa human niini igatipon ka ngadto sa imong katawohan.,"Nguni't kung kaniyang pawawalan ng kabuluhan pagkatapos na kaniyang marinig, ay tataglayin nga niya ang kasamaan ng kaniyang asawa."
b.num.31.3,"Ug si Moises misulti sa katawohan, nga nagaingon: Sangkapa ninyo sa mga hinagiban ang mga tawo nga gikan sa inyong taliwala alang sa gubat aron mangadto sila batok sa Madian sa pagtuman sa panimalus ni Jehova sa Madian.","Ito ang mga palatuntunan na iniutos ng Panginoon kay Moises, sa magasawa at sa magama samantalang ang anak na dalaga ay nasa bahay ng kaniyang ama."
b.num.31.4,"Usa ka libo gikan sa tagsatagsa ka banay sa tanang kabanayan sa mga anak sa Israel, paadtoan ninyo sa gubat.","At sinalita ng Panginoon kay Moises, na sinasabi,"
b.num.31.5,"Busa didtoy nahatag gikan sa mga linibo sa Israel, usa ka libo gikan sa tagsatagsa ka banay, napulo ug duha ka libo ang nasangkapan alang sa gubat.",Ipanghiganti mo ang mga anak ni Israel sa mga Madianita; pagkatapos nito'y malalakip ka sa iyong bayan.
b.num.31.6,"Ug si Moises nagpadala kanila: usa ka libo gikan sa tagsatagsa ka banay, ngadto sa gubat, sila ug si Pinees ang anak nga lalake ni Eleazar ang sacerdote, miadto sa gubat uban ang mga kasangkapan sa balaang puloy-anan, ug ang mga trompeta alang sa pagpagubok diha sa iyang kamot.","At sinalita ni Moises sa bayan, na sinasabi, Magsipagsakbat kayong mga lalake na humanda sa pakikibaka, upang magsiyaon sila laban sa Madian, upang isagawa ang panghihiganti ng Panginoon sa Madian."
b.num.31.7,"Ug nakiggubat sila batok sa Madian, ingon sa gisugo ni Jehova kang Moises, ug gipatay nila ang tanan nga lalake.","Sa bawa't lipi ay isang libo, sa lahat ng mga lipi ng Israel, ang susuguin ninyo sa pakikibaka."
b.num.31.8,"Ug napatay nila uban sa ilang mga gipamatay ang mga hari sa Madian: si Ebi, ug si Resem, ug si Sur, ug si Hur, ug si Reba, ang lima ka hari sa Madian: si Balaam usab ang anak nga lalake ni Beor, gipatay nila pinaagi sa espada.","Sa gayo'y sinugo sa libolibong Israelita, ang isang libo sa bawa't lipi, na labing dalawang libo ngang nasasakbatan sa pakikibaka."
b.num.31.9,"Ug ang mga anak sa Israel nanagdala ug mga binihag sa mga babaye sa Madian, ug ang ilang mga bata nga magagmay, ug ang tanan nilang mga vaca, ug ang tanan nila nga mga panon, ug ang tanan nila nga bahandi, gidala nila nga mga inagaw.","At sinugo sila ni Moises, sa pakikibaka, isang libo sa bawa't lipi, sila at si Phinees na anak ni Eleazar na saserdote, sa pakikibaka, na may mga kasangkapan ng santuario, at may mga pakakak na panghudyat sa kaniyang kamay."
b.num.31.10,"Ug ang tanan nila nga kalungsoran sa mga dapit diin sila magpuyo, ug ang tanan nilang mga campo, ilang gisunog sa kalayo.","At binaka nila ang Madian, gaya ng iniutos ng Panginoon kay Moises; at kanilang pinatay ang bawa't lalake."
b.num.31.11,"Ug gidala nila nga tanan nga inagaw, ug ang tanan nga dinakup maingon sa mga tawo mao man sa mga mananap,","At pinatay nila ang mga hari sa Madian na kasama ng mga napatay: si Evi at si Recem, at si Zur, at si Hur, at si Reba, limang hari sa Madian: si Balaam man na anak ni Beor ay kanilang pinatay ng tabak."
b.num.31.12,"Ug gidala nila ang mga binihag ug ang mga dinakup ug ang mga inagaw ngadto kang Moises ug kang Eleazar ang sacerdote, ug ngadto sa katilingban sa mga anak sa Israel, ngadto sa campo sa mga kapatagan sa Moab, nga didto sa haduol sa Jordan sa Jerico.","At binihag ng mga anak ng Israel ang mga babae sa Madian at ang kanilang mga bata; at ang lahat nilang mga hayop at ang lahat nilang mga kawan, at ang lahat nilang pag-aari ay kanilang sinamsam."
b.num.31.13,"Ug si Moises ug si Eleazar ang sacerdote, ug ang tanang mga principe sa katilingban migula sa pagsugat kanila didto sa gawas sa campo.",At ang lahat nilang mga bayan sa mga dakong kanilang tinatahanan at ang lahat nilang mga tolda ay kanilang sinunog sa apoy.
b.num.31.14,"Ug si Moises nasuko sa mga pangulo sa kasundalohan, sa mga capitan sa mga linibo ug sa mga capitan sa mga ginatus, nga namauli gikan sa pag-alagad sa gubat.","At kanilang dinala ang lahat ng kanilang nakuha, at ang lahat ng kanilang nasamsam, maging sa tao at maging sa hayop."
b.num.31.15,Ug si Moises miingon kanila: Giluwas ba ninyo nga buhi ang tanang mga babaye?,"At kanilang dinala ang mga bihag, ang nasamsam at ang nahuli, kay Moises, at kay Eleazar na saserdote, at sa kapisanan ng mga anak ni Israel, na nasa kampamento sa mga kapatagan ng Moab, na nasa tabi ng Jordan sa Jerico."
b.num.31.16,"Ania karon, kini sila naghatag ug hinungdan sa mga anak sa Israel, tungod sa tambag ni Balaam, sa paglapas batok kang Jehova mahitungod sa mga butang ni Peor; ug sa ingon niana dihay kamatay sa kinataliwadaon sa katilingban ni Jehova.","At si Moises at si Eleazar na saserdote, at ang lahat ng mga prinsipe sa kapisanan, ay nagsilabas na sinalubong sila sa labas ng kampamento."
b.num.31.17,"Busa karon, pamatyon ninyo ang tanang mga lalake nga anaa sa taliwala sa mga bata, ug pamatyon ninyo ang tanan nga babaye nga nakaila ug lalake pinaagi sa paghigda uban kaniya.","At si Moises ay nag-init sa mga pinuno ng hukbo, sa mga kapitan ng libolibo at sa mga kapitan ng daandaan, na nagsipanggaling sa pakikipagbaka."
b.num.31.18,Apan ang tanang mga bata nga babaye nga wala makaila sa lalake pinaagi sa paghigda uban kaniya igabilin ninyo sila nga buhi alang sa inyong kaugalingon.,"At sinabi ni Moises sa kanila, Iniligtas ba ninyo na buhay ang lahat ng mga babae?"
b.num.31.19,"Ug kamo magapabilin didto sa gawas sa campo sulod sa pito da adlaw: ug bisan kinsa kaninyo nga nakapatay sa bisan kinsa nga tawo, ug bisan kinsa nga nakahikap ug patay, magaulay kamo sa inyong kaugalingon sa ikatolo ug sa ikapito ka adlaw, kamo ug ang inyong mga binihag.","Narito, sila'y naging sanhi, sa payo ni Balaam, upang ang mga anak ni Israel ay sumalangsang laban sa Panginoon sa bagay ng Peor, at kaya't nagkasalot sa kapisanan ng Panginoon."
b.num.31.20,"Ug mahitungod sa tagsatagsa ka bisti, ug ang tanan nga hinimo sa panit, ug ang tanan nga binuhat sa balhibo sa kanding ug tanang mga butang nga hinimo sa kahoy pagaulayon ninyo sa inyong kaugalingon.",Ngayon nga ay patayin ninyo ang lahat ng mga batang lalake at patayin ninyo ang bawa't babae na nasipingan ng lalake.
b.num.31.21,"Ug si Eleazar, ang sacerdote miingon sa mga tawo sa gubat nga miadto sa gubat: Kini mao ang tulomanon sa kasugoan nga gisugo ni Jehova kang Moises.",Nguni't ang lahat ng batang babae na hindi pa nasisipingan ng lalake ay buhayin ninyo upang mapasa inyo.
b.num.31.22,"Apan ang bulawan, ug ang salapi, ang tumbaga, ang puthaw, ang estano, ug ang tingga:","At matira kayo sa labas ng kampamento na pitong araw: sinoman sa inyo na nakamatay ng sinomang tao, at sinoman sa inyo na nakahipo ng anomang pinatay, ay maglilinis kayo sa ikatlong araw at sa ikapitong araw, kayo at ang inyong mga bihag."
b.num.31.23,"Ang tanan nga butang nga makasukol sa kalayo pagapaagihon ninyo sa kalayo, ug mamahinlo kini bisan pa niana kini pagaulayon uban sa tubig tungod sa kahugawan: apan ang tanan nga dili makasukol sa kalayo pagapaagion ninyo sa tubig.","At tungkol sa bawa't kasuutan, at sa lahat ng yari sa balat, at sa lahat ng yari sa balahibo ng kambing, at sa lahat ng bagay na yari sa kahoy, ay pakalinisin ninyo."
b.num.31.24,"Ug kamo magalaba sa inyong mga bisti sa ikapito ka adlaw, ug kamo mamahinlo; ug sa human niana magasulod kamo sa campo.","At sinabi ni Eleazar na saserdote sa mga lalake ng hukbo na nagsiparoon sa pakikipagbaka, Ito ang palatuntunan ng kautusan na iniutos ng Panginoon kay Moises:"
b.num.31.25,"Ug si Jehova misulti kang Moises, nga nagaingon:","Gayon ma'y ang ginto at ang pilak, ang tanso, ang bakal, ang lata, at ang tingga,"
b.num.31.26,"Paghimo ug tandaan sa mga dinakpan, maingon sa mga tawo mao man sa mga mananap, ikaw, ug si Eleazar, ang sacerdote, ug ang mga pangulo sa mga balay sa mga amahan sa katilingban;","Bawa't bagay na hindi naaano sa apoy, ay inyong pararaanin sa apoy, at magiging malinis; gayon ma'y inyong lilinisin ng tubig para sa karumihan: at ang lahat na hindi nakatatagal sa apoy, ay inyong pararaanin sa tubig."
b.num.31.27,"Ug pagabahinon mo sa duruha ka bahin ang mga dinakpan sa taliwala sa mga tawo nga batid sa gubat, nga miadto sa gubat, ug sa tibook nga katilingban.","At inyong lalabhan ang inyong mga damit sa ikapitong araw, at kayo'y magiging malinis, at pagkatapos nito'y makapapasok kayo sa kampamento."
b.num.31.28,"Ug magahatag ka ug buhis kang Jehova gikan sa mga tawo sa gubat, nga miadto sa gubat: usa ka kalag sa lima ka gatus, maingon sa mga tawo ingon sa mga vaca, sa mga asno, ug sa mga carnero.","At sinalita ng Panginoon kay Moises, na sinasabi,"
b.num.31.29,"Sa katunga nila magakuha kamo: ug igahatag mo kang Eleazar, ang sacerdote alang sa halad-nga-tinabyog kang Jehova:","Bilangin mo ang samsam na nakuha sa tao at gayon din sa hayop, ninyo at ni Eleazar na saserdote, at ng mga pangulo ng mga sangbahayan ng mga magulang ng kapisanan:"
b.num.31.30,"Ug mahatungod sa katunga nga alang sa mga anak sa Israel magakuha ka ug usa sa matag-kalim-an sa mga tawo, sa mga vaca, sa mga asno, ug sa mga carnero, sa tanan nga kahayupan, ug igahatag mo sila sa mga Levihanon nga nagahupot sa pagbantay sa tabernaculo ni Jehova.","At hatiin mo ang samsam ng dalawa; sa mga lalaking mangbabaka na nagsilabas sa pakikipagbaka, at sa buong kapisanan:"
b.num.31.31,Ug nanagbuhat si Moises ug si Eleazar ang sacerdote ingon sa gisugo ni Jehova kang Moises.,"Bigyan mo ng buwis ang Panginoon sa mga lalaking mangdidigma na nagsilabas sa pakikipagbaka: isang tao sa bawa't limang daan, sa mga tao at gayon din sa mga hayop, at sa mga asno at sa mga kawan:"
b.num.31.32,"Ug karon ang inagaw, ug ang nahasalin sa binihag nga gikuha sa mga tawo sa pag-awayan, unom ka gatus ka libo ug kapitoan ka libo ug lima ka libo ka carnero,","Sa kalahating nauukol sa kanila, ay kukunin mo at ibibigay mo kay Eleazar na saserdote na pinakahandog na itinaas sa Panginoon."
b.num.31.33,Ug kapitoan ug duha ka libo ka vaca.,"At sa kalahati na nauukol sa mga anak ni Israel, ay kunin mo ang isang nakuha sa bawa't limang pu, sa mga tao, sa mga bata, sa mga asno, at sa mga kawan, sa lahat ng hayop at ibigay mo sa mga Levita, na namamahala sa tabernakulo ng Panginoon."
b.num.31.34,Ug kan-uman ug usa ka libo ka asno.,"At ginawa ni Moises at ni Eleazar na saserdote, gaya ng iniutos ng Panginoon kay Moises."
b.num.31.35,"Ug katloan ug duha ka libo ka tawo ang tanan, sa mga babaye nga wala makaila ug lalake, pinaagi sa paghigda uban kaniya.","Ang nabihag nga bukod pa sa nasamsam ng mga taong nakipagbaka, ay anim na raan at pitong pu't limang libong tupa,"
b.num.31.36,"Ug ang katunga, ang bahin sa mga miadto sa pag-awayan, ang gidaghanon tolo ka gatus ka libo katloan ka libo ug pito ka libo ug lima ka gatus ka carnero.","At pitong pu't dalawang libong baka,"
b.num.31.37,"Ug ang buhis nga kang Jehova sa mga carnero, unom ka gatus kapitoan ug lima.","Anim na pu't isang libong asno,"
b.num.31.38,"Ug sa mga vaca, katloan ug unom ka libo: ug ang buhis nga kang Jehova, kapitoan ug duha.","At tatlong pu't dalawang libong tao sa lahat, sa mga babae na hindi pa nasisipingan ng lalake."
b.num.31.39,"Ug sa mga asno, katloan ka libo ug lima ka gatus niini ang mga buhis nga kang Jehova, kapitoan ug usa.","At ang kalahati, na siyang bahagi niyaong mga nagsilabas sa pakikipagbaka ay umaabot sa bilang na tatlong daan at tatlong pu't pitong libo at limang daang tupa:"
b.num.31.40,"Ug sa mga tawo, napulo ug unom ka libo: ug kanila ang buhis nga kang Jehova, katloan ug duha ka tawo.","At ang buwis na tupa sa Panginoon, ay anim na raan at pitong pu't lima."
b.num.31.41,"Ug gihatag ni Moises ang buhis, tungod sa halad-nga-binayaw kang Jehova, kang Eleazar nga sacerdote ingon sa gisugo ni Jehova kang Moises.",At ang mga baka ay tatlong pu't anim na libo; na ang buwis sa Panginoon ay pitong pu't dalawa.
b.num.31.42,"Ug sa katunga nga sa mga anak sa Israel, nga gibahin ni Moises sa mga tawo nga miadto sa pag-awayan.",At ang mga asno ay tatlong pung libo at limang daan; na ang buwis sa Panginoon ay anim na pu't isa.
b.num.31.43,"(Karon ang katunga sa mga carnero nga sa katilingban tolo ka gatus ka libo, katloan ka libo ug pito ka libo ug lima ka gatus:",At ang mga asno ay labing anim na libo; na ang buwis sa Panginoon ay tatlong pu't dalawang tao.
b.num.31.44,"Ug sa mga vaca, katloan ug unom ka libo:","At ibinigay ni Moises ang buwis, na ukol sa handog na itinaas sa Panginoon, kay Eleazar na saserdote, gaya ng iniutos ng Panginoon kay Moises."
b.num.31.45,"Ug sa mga asno, katloan ka libo ug lima ka gatus:","At ang kalahati ay sa mga anak ni Israel, na inihiwalay ni Moises sa mga taong nakipagbaka"
b.num.31.46,"Ug sa mga tawo, napulo ug unom ka libo):","(Siya ngang kalahati na nauukol sa kapisanan ay tatlong daan at tatlong pu't pitong libo at limang daang tupa,"
b.num.31.47,"Bisan, sa katunga nga alang sa mga anak sa Israel, mikuha si Moises ug usa ka tagsa ka kalim-an maingon sa mga tawo ingon man sa mga mananap, ug gihatag sila sa mga Levihanon nga nagahupot sa pagbantay sa tabernaculo ni Jehova ingon sa gisugo ni Jehova kang Moises.","At tatlong pu't anim na libong baka,"
b.num.31.48,"Ug mingduol kang Moises ang mga pangulo niadtong kasundalohan, ang mga capitan sa mga linibo ug ang mga capitan sa mga ginatus ka sundalo.","At tatlong pung libo't limang daang asno,"
b.num.31.49,Ug miingon sila kang Moises: Ang imong mga ulipon nanag-isip sa gidaghanon sa mga tawo sa pag-awayan nga diha sa among gahum ug walay bisan usa ka tawo nga nakulang kanamo.,"At labing anim na libong tao),"
b.num.31.50,"Ug naghalad kami kang Jehova sa halad, sa bisan unsa nga nakuha sa tagsatagsa sa mga alahas nga bulawan, mga baklaw sa kamot, mga pulceras, mga singsing, mga ariyos, ug mga talikala, aron sa pagbuhat sa pagtabon-sa-sala alang sa atong kalag sa atubangan ni Jehova.","At sa kalahati nga na nauukol sa mga anak ni Israel, ay kinuha ni Moises ang isa sa bawa't limang pu, sa tao at gayon din sa hayop, at ibinigay sa mga Levita, na namamahala sa tabernakulo ng Panginoon; gaya ng iniutos ng Panginoon kay Moises."
b.num.31.51,Ug si Moises ug ang sacerdote nga si Eleazar midawat sa bulawan gikan kanila bisan sa tanan nga alahas nga linilok.,"At ang mga pinuno na namamahala sa libolibo ng hukbo, ang mga kapitan ng libolibo, at ang mga kapitan ng daandaan ay nangagsilapit kay Moises:"
b.num.31.52,"Ug ang tanan nga buhaton sa halad-nga-binayaw nga ilang gihalad kang Jehova, gikan sa mga capitan sa mga linibo, ug sa mga capitan sa mga ginatus ka sundalo, napulo ug unom ka libo ug pito ka gatus ug kalim-an ka siclo.","At sinabi nila kay Moises, Binilang ng iyong mga lingkod ang mga lalaking mangdidigma na nasa aming kapangyarihan, at walang kulang kahit isa man sa amin."
b.num.31.53,"(Kay ang mga tawo sa panggubatan nanguha sa inagaw, tagsatagsa alang sa iyang kaugalingon).","At aming dinala na pinakaalay sa Panginoon, ang nakuha ng bawa't lalake, na mga hiyas na ginto, mga tanikala sa bukongbukong, at mga pulsera, mga singsing na pinaka tanda, mga hikaw, at mga kuwintas sa leeg upang itubos sa aming mga kaluluwa sa harap ng Panginoon."
b.num.31.54,"Ug gikuha ni Moises ug sa sacerdote nga si Eleazar ang bulawan sa mga capitan sa mga linibo, ug sa mga capitan sa mga ginatus ka sundalo, ug gidala nila ngadto sa balong-balong nga pagatiguman, alang sa usa ka handumanan sa mga anak sa Israel sa atubangan ni Jehova.","At kinuha ni Moises at ni Eleazar na saserdote ang ginto nila, lahat ng hiyas na dalisay."
b.num.32.1,"Karon ang mga anak ni Ruben ug ang mga anak ni Gad may usa ka hilabihan ka dakung panon sa kahayupan: ug sa diha nga nakita nila ang yuta sa Jazer, ug ang yuta sa Galaad, nga, ania karon, ang dapit maoy usa ka dapit alang sa kahayupan;","At ang buong gintong handog na itinaas, na kanilang inihandog sa Panginoon, ng mga kapitan ng libolibo, at ng mga kapitan ng daandaan, ay labing anim na libo at pitong daan at limang pung siklo."
b.num.32.2,"Ang mga anak ni Gad ug ang mga anak ni Ruben ming-adto ug mingsulti kang Moises, ug kang Eleazar, ang sacerdote, ug sa mga principe sa katilingban, nga nagaingon:","(Sapagka't ang mga lalake na nakipagbaka ay naguwi ng samsam, na bawa't isa ay may sariling dala.)"
b.num.32.3,"Ang Ataroth, ug Dibon, ug Jazer, ug Nimra, ug Hesbon, ug Eleale, ug Saban, ug Nebo, ug Beon.","At kinuha ni Moises at ni Eleazar na saserdote ang ginto ng mga kapitan ng libolibo at ng daandaan, at isinilid sa tabernakulo ng kapisanan, pinakaalaala sa mga anak ni Israel sa harap ng Panginoon."
b.num.32.4,"Ang yuta nga gihampak ni Jehova sa atubangan sa katilingban sa Israel, maoy usa ka yuta alang sa kahayupan; ug ang imong sulogoon adunay kahayupan.","Ang mga anak nga ni Ruben, at ang mga anak ni Gad ay mayroong napakaraming hayop: at nang kanilang makita ang lupain ng Jazer, at ang lupain ng Galaad, na, narito, ang dako ay minagaling nilang dako sa hayop,"
b.num.32.5,"Ug sila miingon: Kong kami nakakaplag ug kalooy sa imong mga mata, itugot nga kining yutaa ihatag ngadto sa imong mga sulogoon aron mapanag-iya nila; ayaw kami pagdad-a ngadto sa tabok sa Jordan.","Ay lumapit at nagsalita ang mga anak ni Gad at ang mga anak ni Ruben kay Moises, at kay Eleazar na saserdote, at sa mga prinsipe ng kapisanan na sinasabi,"
b.num.32.6,"Ug si Moises miingon sa mga anak ni Gad ug sa mga anak ni Ruben: Mangadto ba sa gubat ang inyong mga kaigsoonan, ug kamo magalingkod lamang dinhi?","Ang Ataroth, at ang Dibon, at ang Jazer, at ang Nimra, at ang Hesbon, at ang Eleale, at ang Saban, at ang Nebo, at ang Beon,"
b.num.32.7,Ug ngano nga magapaluya kamo sa kasingkasing sa mga anak sa Israel gikan sa tinguha sa pagtabok sa Jordan ngadto sa yuta nga gihatag ni Jehova kanila?,"Na lupaing sinaktan ng Panginoon sa harap ng kapisanan ng Israel, ay lupaing mabuti sa hayop, at ang iyong mga lingkod ay may mga hayop."
b.num.32.8,"Mao kini ang gibuhat sa inyong mga amahan, sa diha nga ako nagpadala kanila gikan sa Cades-barnea aron sa pagtan-aw sa yuta.","At sinabi nila, Kung kami ay nakasumpong ng biyaya sa iyong paningin, ay ibigay mong pinakaari ang lupaing ito sa iyong mga lingkod; at huwag mo kaming paraanin sa Jordan."
b.num.32.9,"Kay sa diha nga sila ming-adto hangtud sa walog sa Escol, ug nakatan-aw sa yuta, ilang gipaluya ang kasingkasing sa mga anak sa Israel, aron sila dili magasulod sa yuta nga gihatag ni Jehova kanila.","At sinabi ni Moises sa mga anak ni Gad, at sa mga anak ni Ruben, Paroroon ba ang inyong mga kapatid sa pakikipagbaka, at kayo'y mauupo rito?"
b.num.32.10,"Ug ang kaligutgut ni Jehova misilaub niadtong adlawa, ug siya nanumpa, nga nagaingon:","At bakit pinapanghihina ninyo ang loob ng mga anak ni Israel, na huwag magpatuloy sa lupain na ibinigay ng Panginoon sa kanila?"
b.num.32.11,"Sa pagkamatuod walay bisan kinsa sa mga tawo nga mingtungas gikan sa Egipto, sukad sa kaluhaan ka tuig ang panuigon ug ngadto sa itaas, nga makakita sa yuta nga akong gipanumpa kang Abraham, kang Isaac, ug kang Jacob; tungod kay sila wala magasunod kanako sa bug-os:","Ganyan ang ginawa ng inyong mga magulang nang sila'y aking suguin, mula sa Cades-barnea upang tiktikan ang lupain."
b.num.32.12,"Gawas kang Caleb ang anak nga lalake ni Jephone, ang Cenesehanon, ug kang Josue, ang anak nga lalake ni Nun; tungod kay sila mingsunod kang Jehova sa bug-os gayud.","Sapagka't nang sila'y makasampa sa libis ng Eskol at matiktikan ang lupain, ay kanilang pinapanghina ang loob ng mga anak ni Israel upang huwag pumasok sa lupain na ibinigay ng Panginoon sa kanila."
b.num.32.13,"Ug ang kaligutgut ni Jehova misilaub batok sa Israel, ug gihimo niya nga sila magalibodlibod nga magabalik-balik sa kamingawan sulod sa kap-atan ka tuig, hangtud nga ang tanang kaliwatan nga nagabuhat ug dautan sa atubangan sa mga mata ni Jehova mangaut-ut.","At ang galit ng Panginoon ay nagningas nang araw na yaon, at siya'y sumumpa na sinasabi,"
b.num.32.14,"Ug, ania karon, kamo nanagpamangon nga ilis sa inyong mga amahan, nga dugang sa mga tawong makasasala, aron sa pagdugang pa sa kaligutgut ni Jehova ngadto sa Israel.","Tunay na walang taong lumabas sa Egipto, mula sa dalawang pung taong gulang na patanda, ay makakakita ng lupain na aking isinumpa kay Abraham, kay Isaac, at kay Jacob; sapagka't sila'y hindi lubos na sumunod sa akin:"
b.num.32.15,"Kay kong kamo managbiya gikan sa pagsunod kaniya, siya magabiya pa kanila pag-usab sa kamingawan; ug kamo magalaglag niining tanan nga katawohan.","Liban si Caleb na anak ni Jephone na Cenezeo, at si Josue na anak ni Nun: sapagka't sila'y sumunod na lubos sa Panginoon."
b.num.32.16,"Ug sila nanagpanuol kaniya, ug miingon: Kami magatukod ug mga toril dinhi alang sa among kahayupan, ug mga lungsod alang sa among mga kabataan:","At ang galit ng Panginoon ay nagningas laban sa Israel, at kaniyang pinagala sila sa ilang, na apat na pung taon hanggang sa ang buong lahing yaon na gumawa ng masama sa paningin ng Panginoon, ay nalipol."
